epoch,SMA (km),eccentricity,inclination (deg),arg of perigee (deg),mean anomaly (deg),maneuvered
2021-04-04T19:39:20.717856Z,7180.808563437952,0.0001415,98.6314,89.2754,270.8589,
2021-04-05T00:42:18.426816Z,7180.808519818249,0.0001412,98.6314,89.2318,270.9024,
2021-04-05T00:42:18.426816Z,7180.808519818249,0.0001412,98.6314,89.2318,270.9024,
2021-04-05T09:07:14.604960Z,7180.808362116254,0.0001408,98.6313,89.0483,271.0858,
2021-04-05T17:32:10.783104Z,7180.808298364386,0.0001402,98.6313,88.8838,271.2503,
2021-04-05T22:35:08.490336Z,7180.808264810771,0.0001401,98.6312,88.8702,271.2639,
2021-04-05T22:35:08.490336Z,7180.808264810771,0.0001401,98.6312,88.8702,271.2639,
2021-04-06T03:38:06.196704Z,7180.808103753427,0.0001397,98.6312,88.7696,271.3645,
2021-04-06T05:19:05.433024Z,7180.808083621258,0.0001397,98.6312,88.7002,271.4339,
2021-04-06T10:22:03.141984Z,7180.808066844454,0.00014,98.6312,88.5409,271.5932,
2021-04-06T20:27:58.556448Z,7180.808073555176,0.0001393,98.6311,88.2863,271.8477,
2021-04-07T03:11:55.499136Z,7180.807902431761,0.0001391,98.631,88.2043,271.9297,
2021-04-07T04:52:54.735456Z,7180.807885654956,0.0001392,98.631,88.1395,271.9945,
2021-04-07T09:55:52.443552Z,7180.807889010318,0.0001393,98.631,87.9695,272.1645,
2021-04-07T13:17:50.915328Z,7180.807835324542,0.0001392,98.631,87.9116,272.2223,
2021-04-07T18:20:48.622560Z,7180.807835324542,0.0001391,98.6309,87.7151,272.4189,
2021-04-07T21:42:47.092608Z,7180.807821903099,0.0001389,98.6309,87.6806,272.4533,
2021-04-08T02:45:44.798112Z,7180.8076943993865,0.0001385,98.6308,87.6165,272.5174,
2021-04-08T11:10:40.973664Z,7180.807546763519,0.0001384,98.6308,87.4334,272.7004,
2021-04-08T11:10:40.973664Z,7180.807546763519,0.0001384,98.6308,87.4334,272.7004,
2021-04-08T19:35:37.149216Z,7180.807566895682,0.0001377,98.6307,87.2866,272.8472,
2021-04-08T21:16:36.383808Z,7180.807563540321,0.0001376,98.6307,87.2296,272.9041,
2021-04-09T02:19:34.087584Z,7180.8074393919815,0.0001369,98.6307,87.2731,272.8606,
2021-04-09T07:22:31.790496Z,7180.8073320204485,0.0001365,98.6307,87.1037,273.03,
2021-04-09T14:06:28.730592Z,7180.807274979324,0.0001363,98.6306,86.9654,273.1682,
2021-04-09T20:50:25.668960Z,7180.807271623963,0.0001358,98.6306,86.8079,273.3257,
2021-04-09T22:31:24.903552Z,7180.807261557883,0.0001356,98.6306,86.8099,273.3236,
2021-04-10T03:34:22.606464Z,7180.807077013076,0.0001354,98.6305,86.7422,273.3913,
2021-04-10T10:18:19.545696Z,7180.807003195156,0.0001354,98.6305,86.5259,273.6076,
2021-04-10T13:40:18.014880Z,7180.806959575477,0.000135,98.6305,86.456,273.6775,
2021-04-10T13:40:18.014880Z,7180.806959575477,0.000135,98.6305,86.456,273.6775,
2021-04-10T20:24:14.952384Z,7180.806912600439,0.0001347,98.6304,86.2953,273.8382,
2021-04-11T04:49:11.123616Z,7180.806724700295,0.0001342,98.6303,86.2071,273.9263,
2021-04-11T11:33:08.061984Z,7180.806701212777,0.0001344,98.6303,86.0286,274.1048,
2021-04-11T13:14:07.295712Z,7180.806677725259,0.0001341,98.6303,86.0414,274.092,
2021-04-11T18:17:04.998624Z,7180.806657593104,0.000134,98.6303,85.9326,274.2008,
2021-04-11T21:39:03.466080Z,7180.806691146698,0.0001337,98.6302,85.9816,274.1517,
2021-04-12T02:42:01.167264Z,7180.806563643037,0.0001334,98.6302,86.0149,274.1184,
2021-04-12T12:47:56.568768Z,7180.806395875072,0.0001331,98.6301,85.8535,274.2797,
2021-04-12T17:50:54.269088Z,7180.806375742915,0.0001328,98.6301,85.7751,274.3581,
2021-04-13T03:56:49.667136Z,7180.806187842806,0.0001318,98.63,85.7092,274.4239,
2021-04-13T12:21:45.833184Z,7180.806056983809,0.0001315,98.63,85.5927,274.5404,
2021-04-13T17:24:43.531776Z,7180.806030140939,0.0001312,98.6299,85.549,274.584,
2021-04-14T01:49:39.696096Z,7180.80584559621,0.0001307,98.6298,85.5536,274.5794,
2021-04-14T10:14:35.860416Z,7180.805704671154,0.0001304,98.6298,85.3582,274.7747,
2021-04-14T13:36:34.326144Z,7180.80567111757,0.0001302,98.6298,85.3821,274.7508,
2021-04-14T18:39:32.024736Z,7180.8056912497195,0.0001297,98.6298,85.2547,274.8781,
2021-04-15T04:45:27.419328Z,7180.8054228210585,0.000129,98.6297,85.0882,275.0446,
2021-04-15T11:29:24.350784Z,7180.80538591212,0.0001291,98.6297,84.9042,275.2286,
2021-04-15T13:10:23.583648Z,7180.805389267479,0.0001289,98.6297,84.948,275.1847,
2021-04-15T18:13:21.280512Z,7180.805375846048,0.0001288,98.6296,84.8022,275.3305,
2021-04-15T21:35:19.746240Z,7180.805426176416,0.0001285,98.6296,84.7125,275.4202,
2021-04-16T02:38:17.441376Z,7180.805305383527,0.000128,98.6295,84.8108,275.3218,
2021-04-16T07:41:15.137376Z,7180.805238276371,0.0001278,98.6295,84.7085,275.4241,
2021-04-16T11:03:13.601376Z,7180.805214788866,0.0001278,98.6295,84.6674,275.4652,
2021-04-16T19:28:09.759648Z,7180.805154392425,0.0001271,98.6295,84.6678,275.4647,
2021-04-16T21:09:08.989920Z,7180.805110772773,0.0001267,98.6294,84.6358,275.4967,
2021-04-17T03:53:05.916192Z,7180.804946360249,0.0001264,98.6294,84.6381,275.4944,
2021-04-17T10:37:02.842464Z,7180.804862476313,0.000126,98.6294,84.6633,275.4691,
2021-04-17T12:18:02.072736Z,7180.804828922737,0.0001259,98.6294,84.6774,275.455,
2021-04-17T19:01:58.999008Z,7180.804788658449,0.0001254,98.6293,84.5788,275.5535,
2021-04-17T22:23:57.458688Z,7180.804630956658,0.0001252,98.6293,84.5395,275.5928,
2021-04-18T01:45:55.920960Z,7180.804533651301,0.0001248,98.6293,84.5274,275.6048,
2021-04-18T10:10:52.078368Z,7180.804483320946,0.0001241,98.6293,84.5189,275.6133,
2021-04-18T13:32:50.539776Z,7180.804399437023,0.0001237,98.6293,84.5223,275.6098,
2021-04-18T18:35:48.232320Z,7180.804332329885,0.0001234,98.6292,84.4365,275.6956,
2021-04-18T21:57:46.694592Z,7180.8042819995335,0.0001243,98.6291,84.4046,275.7276,
2021-04-19T03:00:44.387136Z,7180.804147785268,0.0001239,98.6291,84.3813,275.7508,
2021-04-19T11:25:40.541952Z,7180.8040706120655,0.0001238,98.6291,84.2884,275.8438,
2021-04-19T13:06:39.772224Z,7180.804020281719,0.0001234,98.6291,84.3257,275.8065,
2021-04-19T18:09:37.463904Z,7180.803996794224,0.000123,98.6291,84.1826,275.9494,
2021-04-19T21:31:35.925312Z,7180.803996794224,0.0001228,98.629,84.236,275.896,
2021-04-20T02:34:33.615264Z,7180.80383573712,0.0001222,98.629,84.2031,275.9289,
2021-04-20T10:59:29.766624Z,7180.803775340708,0.0001218,98.629,84.0398,276.0921,
2021-04-20T14:21:28.226304Z,7180.803718299653,0.0001213,98.629,83.9818,276.1501,
2021-04-20T17:43:26.686848Z,7180.803694812161,0.0001212,98.629,83.9052,276.2266,
2021-04-20T21:05:25.147392Z,7180.803698167517,0.000121,98.629,83.8487,276.2831,
2021-04-21T03:49:22.065888Z,7180.803490135448,0.0001205,98.6289,83.8824,276.2494,
2021-04-21T10:33:18.985248Z,7180.803409606909,0.00012,98.6289,83.8728,276.2589,
2021-04-21T12:14:18.215520Z,7180.8034028961965,0.00012,98.6289,83.8539,276.2778,
2021-04-21T18:58:15.134016Z,7180.803312301594,0.0001196,98.6289,83.7733,276.3583,
2021-04-21T20:39:14.363424Z,7180.803305590882,0.0001195,98.6289,83.8849,276.2467,
2021-04-22T03:23:11.281056Z,7180.8030640052875,0.0001191,98.6288,83.9043,276.2273,
2021-04-22T10:07:08.201280Z,7180.803040517801,0.000119,98.6288,83.8741,276.2575,
2021-04-22T11:48:07.430688Z,7180.80302038567,0.0001188,98.6288,83.8746,276.257,
2021-04-22T18:32:04.348320Z,7180.802949923209,0.0001183,98.6288,83.8438,276.2878,
2021-04-22T21:54:02.808000Z,7180.802953278565,0.000118,98.6287,83.8096,276.3219,
2021-04-23T02:57:00.495360Z,7180.802819064358,0.0001176,98.6287,83.8238,276.3077,
2021-04-23T04:37:59.724768Z,7180.802788866164,0.0001176,98.6287,83.8231,276.3083,
2021-04-23T18:05:53.559168Z,7180.802701626935,0.0001169,98.6286,83.8393,276.2921,
2021-04-23T18:05:53.559168Z,7180.802701626935,0.0001169,98.6286,83.8393,276.2921,
2021-04-24T04:11:48.931296Z,7180.802550635968,0.0001157,98.6285,83.872,276.2592,
2021-04-24T10:55:45.847200Z,7180.802439909264,0.0001158,98.6285,83.903,276.2282,
2021-04-24T12:36:45.074880Z,7180.802406355717,0.0001156,98.6285,83.9596,276.1716,
2021-04-24T19:20:41.989056Z,7180.802345959336,0.0001151,98.6285,83.8377,276.2935,
2021-04-24T22:42:40.446144Z,7180.802262075475,0.0001152,98.6284,83.9454,276.1857,
2021-04-25T03:45:38.130048Z,7180.802060754218,0.0001147,98.6284,83.8431,276.288,
2021-04-25T10:29:35.045088Z,7180.801983581072,0.0001147,98.6284,83.7882,276.3429,
2021-04-25T12:10:34.272768Z,7180.801943316825,0.0001146,98.6284,83.8139,276.3172,
2021-04-25T18:54:31.186080Z,7180.801869499035,0.0001142,98.6284,83.6222,276.5089,
2021-04-25T22:16:29.641440Z,7180.801775549127,0.0001142,98.6283,83.6863,276.4447,
2021-04-26T03:19:27.324480Z,7180.8015809386125,0.0001137,98.6283,83.7612,276.3698,
2021-04-26T11:44:23.467200Z,7180.801554095782,0.000114,98.6283,83.6837,276.4473,
2021-04-26T13:25:22.694880Z,7180.801523897601,0.0001138,98.6283,83.7951,276.3359,
2021-04-26T18:28:20.378784Z,7180.801507120834,0.0001134,98.6282,83.7169,276.4141,
2021-04-26T21:50:18.834144Z,7180.801507120834,0.0001132,98.6282,83.6898,276.4411,
2021-04-27T04:34:15.741408Z,7180.801278956803,0.0001124,98.6282,83.945,276.1859,
2021-04-27T11:18:12.651264Z,7180.801208494385,0.0001124,98.6282,83.9374,276.1935,
2021-04-27T12:59:11.878944Z,7180.8011380319695,0.0001123,98.6282,83.8904,276.2404,
2021-04-27T19:43:08.786208Z,7180.801104478438,0.0001115,98.6281,83.9646,276.1661,
2021-04-28T02:27:05.693472Z,7180.800983685731,0.0001108,98.6281,84.0724,276.0582,
2021-04-28T05:49:04.145376Z,7180.800866248383,0.0001104,98.6281,84.0607,276.0699,
2021-04-28T10:52:01.824960Z,7180.800792430622,0.0001102,98.6281,84.12,276.0106,
2021-04-28T17:35:58.731360Z,7180.800738744979,0.0001094,98.6281,84.1772,275.9533,
2021-04-28T20:57:57.183264Z,7180.800738744979,0.000109,98.628,84.2803,275.8501,
2021-04-29T03:41:54.086208Z,7180.8004703167835,0.0001084,98.628,84.4525,275.6779,
2021-04-29T10:25:50.992608Z,7180.800440118613,0.0001082,98.628,84.4699,275.6604,
2021-04-29T20:31:46.349184Z,7180.800342813398,0.0001076,98.628,84.5435,275.5868,
2021-04-30T09:59:40.157664Z,7180.800044187072,0.0001075,98.6279,84.6185,275.5118,
2021-04-30T13:21:38.609568Z,7180.8000005674985,0.0001072,98.6279,84.7347,275.3956,
2021-04-30T15:02:37.835520Z,7180.7999804353885,0.0001072,98.6279,84.7206,275.4097,
2021-04-30T18:24:36.286560Z,7180.799953592574,0.000107,98.6279,84.6425,275.4877,
2021-04-30T21:46:34.738464Z,7180.799963658629,0.0001069,98.6278,84.7307,275.3995,
2021-05-01T02:49:32.413728Z,7180.799839510618,0.0001066,98.6278,84.8911,275.2391,
2021-05-01T11:14:28.541760Z,7180.7997321393705,0.0001065,98.6278,84.9711,275.1591,
2021-05-01T12:55:27.766848Z,7180.799755626829,0.0001061,98.6278,85.0704,275.0598,
2021-05-01T17:58:25.442112Z,7180.799718717964,0.000106,98.6278,85.1328,274.9974,
2021-05-01T19:39:24.667200Z,7180.7997254286665,0.0001058,98.6277,85.1357,274.9944,
2021-05-02T04:04:20.791776Z,7180.799601280666,0.0001051,98.6277,85.3407,274.7893,
2021-05-02T10:48:17.691264Z,7180.79950397548,0.0001048,98.6277,85.438,274.692,
2021-05-02T14:10:16.141440Z,7180.799453645212,0.0001047,98.6277,85.5837,274.5463,
2021-05-02T19:13:13.814976Z,7180.799396604245,0.0001045,98.6276,85.562,274.568,
2021-05-02T22:35:12.263424Z,7180.79934962933,0.0001042,98.6276,85.7766,274.3533,
2021-05-03T03:38:09.936096Z,7180.799181861785,0.0001036,98.6275,85.8198,274.3101,
2021-05-03T10:22:06.834720Z,7180.799057713808,0.0001034,98.6275,85.8498,274.2801,
2021-05-03T13:44:05.284032Z,7180.799027515653,0.0001032,98.6275,85.9881,274.1417,
2021-05-03T18:47:02.957568Z,7180.798977185393,0.0001031,98.6275,86.0166,274.1132,
2021-05-03T18:47:02.957568Z,7180.798977185393,0.0001031,98.6275,86.0166,274.1132,
2021-05-04T03:11:59.078688Z,7180.798738955513,0.0001027,98.6274,86.167,273.9628,
2021-05-04T09:55:55.977312Z,7180.798702046662,0.0001028,98.6274,86.1455,273.9843,
2021-05-04T13:17:54.426624Z,7180.798712112712,0.0001023,98.6274,86.2321,273.8976,
2021-05-04T14:58:53.651712Z,7180.798722178763,0.0001022,98.6274,86.2366,273.8932,
2021-05-04T21:42:50.547744Z,7180.798745666214,0.0001017,98.6273,86.3362,273.7935,
2021-05-05T02:45:48.218688Z,7180.798611452206,0.000101,98.6273,86.498,273.6316,
2021-05-05T11:10:44.339808Z,7180.798604741504,0.000101,98.6273,86.6759,273.4537,
2021-05-05T11:10:44.339808Z,7180.798604741504,0.000101,98.6273,86.6759,273.4537,
2021-05-05T17:54:41.234976Z,7180.7985141470535,0.0001007,98.6273,86.7524,273.3771,
2021-05-05T17:54:41.234976Z,7180.7985141470535,0.0001007,98.6273,86.7524,273.3771,
2021-05-06T12:25:32.696256Z,7180.798346379556,9.95e-05,98.6272,87.2065,272.9229,
2021-05-06T14:06:31.919616Z,7180.798322892109,9.94e-05,98.6272,87.2664,272.8631,
2021-05-06T19:09:29.590560Z,7180.798302760009,9.93e-05,98.6272,87.3219,272.8075,
2021-05-06T22:31:28.038144Z,7180.79828933861,9.92e-05,98.6272,87.4134,272.716,
2021-05-07T05:15:24.930720Z,7180.798077951582,9.88e-05,98.6271,87.6196,272.5097,
2021-05-07T13:40:21.050112Z,7180.798027621342,9.89e-05,98.6271,87.7981,272.3313,
2021-05-07T18:43:18.720192Z,7180.798024265991,9.86e-05,98.6271,87.8719,272.2574,
2021-05-07T22:05:17.167776Z,7180.797997423197,9.86e-05,98.627,88.0298,272.0995,
2021-05-08T01:27:15.613632Z,7180.7978766306205,9.83e-05,98.627,88.0974,272.0319,
2021-05-08T11:33:10.954656Z,7180.797739061302,9.85e-05,98.627,88.0987,272.0306,
2021-05-08T18:17:07.848096Z,7180.797759193396,9.78e-05,98.627,88.2286,271.9006,
2021-05-08T21:39:06.293952Z,7180.797765904095,9.76e-05,98.627,88.4115,271.7177,
2021-05-09T02:42:03.962304Z,7180.797658532924,9.71e-05,98.6269,88.5965,271.5326,
2021-05-09T06:04:02.407296Z,7180.797564583154,9.69e-05,98.6269,88.624,271.5051,
2021-05-09T11:07:00.076512Z,7180.797561227804,9.7e-05,98.6269,88.7228,271.4064,
2021-05-09T12:47:59.299008Z,7180.797534385014,9.68e-05,98.6269,88.841,271.2881,
2021-05-09T19:31:56.188992Z,7180.797524318967,9.64e-05,98.6269,89.0598,271.0693,
2021-05-09T19:31:56.188992Z,7180.797524318967,9.64e-05,98.6269,89.0598,271.0693,
2021-05-10T03:56:52.298880Z,7180.797279378509,9.55e-05,98.6268,89.6102,270.5187,
2021-05-10T10:40:49.190592Z,7180.797239114327,9.56e-05,98.6269,89.6512,270.4778,
2021-05-10T10:40:49.190592Z,7180.797239114327,9.56e-05,98.6269,89.6512,270.4778,
2021-05-10T19:05:45.302208Z,7180.7971686520095,9.51e-05,98.6268,89.7703,270.3586,
2021-05-10T22:27:43.745472Z,7180.797108255739,9.52e-05,98.6268,89.9867,270.1422,
2021-05-11T03:30:41.411232Z,7180.796876736708,9.49e-05,98.6268,90.1224,270.0066,
2021-05-11T05:11:40.633728Z,7180.796833117182,9.49e-05,98.6268,90.1502,269.9787,
2021-05-11T08:33:39.078720Z,7180.796823051139,9.5e-05,98.6268,90.2308,269.8981,
2021-05-11T18:39:34.411968Z,7180.796725746048,9.53e-05,98.6267,90.4763,269.6526,
2021-05-11T22:01:32.856096Z,7180.796745878136,9.55e-05,98.6267,90.6284,269.5006,
2021-05-12T03:04:30.520992Z,7180.796574755394,9.51e-05,98.6266,90.8512,269.2778,
2021-05-12T11:29:26.630016Z,7180.796440541487,9.54e-05,98.6267,90.901,269.228,
2021-05-12T14:51:25.072416Z,7180.79624928668,9.52e-05,98.6266,91.1232,269.0058,
2021-05-12T16:32:24.294048Z,7180.796266063417,9.52e-05,98.6266,91.1228,269.0062,
2021-05-12T16:32:24.294048Z,7180.796266063417,9.52e-05,98.6266,91.1228,269.0062,
2021-05-13T21:09:11.050560Z,7180.796618374915,0.0001357,98.6257,87.4054,272.7185,
2021-05-14T07:15:06.374304Z,7180.795896975228,9.31e-05,98.6265,92.8953,267.2334,
2021-05-15T06:48:55.459008Z,7180.795397028573,9.27e-05,98.6264,93.6508,266.4778,
2021-05-15T21:57:48.440736Z,7180.795316500263,9.22e-05,98.6263,94.1583,265.9703,
2021-05-16T13:06:41.417280Z,7180.794991031688,9.2e-05,98.6263,94.9489,265.1796,
2021-05-16T18:09:39.076992Z,7180.794974254959,9.2e-05,98.6263,95.102,265.0265,
2021-05-17T07:37:32.829312Z,7180.79479977698,9.18e-05,98.6263,96.0263,264.1022,
2021-05-17T07:37:32.829312Z,7180.79479977698,9.18e-05,98.6263,96.0263,264.1022,
2021-05-17T22:46:25.802400Z,7180.794725959376,9.2e-05,98.6262,96.6984,263.4302,
2021-05-17T22:46:25.802400Z,7180.794725959376,9.2e-05,98.6262,96.6984,263.4302,
2021-05-19T18:32:05.488800Z,7180.793944163957,9.3e-05,98.6261,97.7971,262.3315,
2021-05-19T20:13:04.706976Z,7180.793971006715,9.3e-05,98.6261,97.8753,262.2533,
2021-05-20T02:57:01.579680Z,7180.793863635687,9.27e-05,98.6261,98.27,261.8586,
2021-05-20T11:21:57.672288Z,7180.793766330694,9.3e-05,98.6261,98.3561,261.7724,
2021-05-20T13:02:56.889600Z,7180.793689157772,9.3e-05,98.6261,98.5098,261.6188,
2021-05-20T18:05:54.544992Z,7180.793695868461,9.32e-05,98.6261,98.5364,261.5923,
2021-05-20T19:46:53.761440Z,7180.793625406231,9.32e-05,98.6261,98.5979,261.5307,
2021-05-20T19:46:53.761440Z,7180.793625406231,9.32e-05,98.6261,98.5979,261.5307,
2021-05-21T10:55:46.720704Z,7180.793363689385,9.33e-05,98.626,99.2744,260.8542,
2021-05-21T17:39:43.590816Z,7180.79343415161,9.3e-05,98.626,99.7018,260.4267,
2021-05-21T21:01:42.025440Z,7180.793430796267,9.29e-05,98.626,99.8912,260.2373,
2021-05-22T05:26:38.111136Z,7180.7931724347845,9.27e-05,98.626,100.4106,259.7179,
2021-05-22T10:29:35.764800Z,7180.793145592032,9.3e-05,98.626,100.4542,259.6743,
2021-05-22T12:10:34.981248Z,7180.79308855119,9.29e-05,98.626,100.5742,259.5543,
2021-05-22T17:13:32.633184Z,7180.793038221034,9.28e-05,98.626,100.7277,259.4008,
2021-05-22T22:16:30.285984Z,7180.793061708441,9.3e-05,98.6259,101.0027,259.1258,
2021-05-23T03:19:27.937056Z,7180.792846966455,9.31e-05,98.6259,101.1507,258.9779,
2021-05-23T10:03:24.807168Z,7180.792759727528,9.35e-05,98.6259,101.1998,258.9287,
2021-05-23T13:25:23.240928Z,7180.79268926532,9.35e-05,98.6259,101.4673,258.6613,
2021-05-23T18:28:20.892864Z,7180.792672488604,9.38e-05,98.6259,101.5744,258.5542,
2021-05-23T21:50:19.326624Z,7180.792638935172,9.39e-05,98.6259,101.8404,258.2881,
2021-05-24T02:53:16.976832Z,7180.792498010762,9.38e-05,98.6258,102.0627,258.0658,
2021-05-24T11:18:13.061664Z,7180.792397350474,9.46e-05,98.6259,102.1421,257.9865,
2021-05-24T12:59:12.278112Z,7180.792420837874,9.45e-05,98.6259,102.298,257.8306,
2021-05-24T19:43:09.144768Z,7180.792390639788,9.47e-05,98.6258,102.5718,257.5569,
2021-05-24T21:24:08.360352Z,7180.7923839291025,9.47e-05,98.6258,102.7179,257.4108,
2021-05-25T10:52:02.091072Z,7180.792122212371,9.51e-05,98.6258,103.043,257.0856,
2021-05-25T15:54:59.740416Z,7180.792135633743,9.51e-05,98.6258,103.3608,256.7678,
2021-05-25T20:57:57.387168Z,7180.792108791,9.48e-05,98.6258,103.5713,256.5573,
2021-05-25T22:38:56.602752Z,7180.792115501685,9.49e-05,98.6258,103.7072,256.4215,
2021-05-26T07:03:52.680672Z,7180.791806810188,9.47e-05,98.6258,104.1508,255.9777,
2021-05-26T07:03:52.680672Z,7180.791806810188,9.47e-05,98.6258,104.1508,255.9777,
2021-05-26T17:09:47.977632Z,7180.7917564800555,9.51e-05,98.6258,104.317,255.8116,
2021-05-26T17:09:47.977632Z,7180.7917564800555,9.51e-05,98.6258,104.317,255.8116,
2021-05-27T03:15:43.271136Z,7180.791514895433,9.55e-05,98.6257,104.7392,255.3894,
2021-05-27T09:59:40.135200Z,7180.791437722572,9.6e-05,98.6258,104.7237,255.405,
2021-05-27T21:46:34.641696Z,7180.7912129146835,9.69e-05,98.6257,104.8608,255.268,
2021-05-28T09:33:29.149056Z,7180.791018304882,9.76e-05,98.6257,105.0452,255.0836,
2021-05-28T09:33:29.149056Z,7180.791018304882,9.76e-05,98.6257,105.0452,255.0836,
2021-05-28T17:58:25.223520Z,7180.791041792271,9.79e-05,98.6257,105.047,255.0819,
2021-05-28T17:58:25.223520Z,7180.791041792271,9.79e-05,98.6257,105.047,255.0819,
2021-05-29T10:48:17.366400Z,7180.790803563049,9.82e-05,98.6257,105.8513,254.2775,
2021-05-29T10:48:17.366400Z,7180.790803563049,9.82e-05,98.6257,105.8513,254.2775,
2021-05-29T19:13:13.436544Z,7180.790712968844,9.81e-05,98.6256,106.1844,253.9444,
2021-05-29T20:54:12.650400Z,7180.790689481457,9.82e-05,98.6256,106.2623,253.8666,
2021-05-30T01:57:10.291104Z,7180.790488161013,9.82e-05,98.6256,106.5975,253.5313,
2021-05-30T08:41:07.147392Z,7180.790390856134,9.85e-05,98.6256,106.5645,253.5643,
2021-05-30T13:44:04.788960Z,7180.790303617281,9.87e-05,98.6256,106.7582,253.3707,
2021-05-30T18:47:02.430528Z,7180.790283485239,9.89e-05,98.6256,106.7668,253.362,
2021-05-30T18:47:02.430528Z,7180.790283485239,9.89e-05,98.6256,106.7668,253.362,
2021-05-31T01:30:59.285088Z,7180.790112362883,9.94e-05,98.6255,107.0603,253.0686,
2021-05-31T09:55:55.354368Z,7180.790004991999,0.0001002,98.6255,107.0429,253.0861,
2021-05-31T13:17:53.782080Z,7180.789958017237,0.0001004,98.6255,107.1325,252.9966,
2021-05-31T18:20:51.423648Z,7180.7900016366575,0.0001005,98.6255,107.2808,252.8482,
2021-05-31T21:42:49.850496Z,7180.789994925979,0.0001008,98.6255,107.3124,252.8167,
2021-06-01T02:45:47.488608Z,7180.78984058034,0.0001008,98.6254,107.6943,252.4347,
2021-06-01T11:10:43.555296Z,7180.7897533415035,0.0001016,98.6255,107.5849,252.5443,
2021-06-01T12:51:42.768288Z,7180.78981709296,0.0001014,98.6255,108.0348,252.0943,
2021-06-01T17:54:40.496256Z,7180.8031445338165,0.0001037,98.6254,107.6157,252.5136,
2021-06-01T21:16:38.958528Z,7180.803379408708,0.0001025,98.6252,107.0725,253.0568,
2021-06-02T10:44:32.803296Z,7180.803651192532,0.0001024,98.6253,107.3603,252.7689,
2021-06-02T12:25:32.034432Z,7180.803681390737,0.0001023,98.6254,107.3834,252.7458,
2021-06-02T17:28:29.726976Z,7180.803634415753,0.0001026,98.6253,107.4213,252.7079,
2021-06-03T03:34:25.109472Z,7180.803459937244,0.0001032,98.6253,107.5178,252.6115,
2021-06-03T10:18:22.031424Z,7180.8033995408405,0.0001035,98.6253,107.5442,252.5851,
2021-06-03T13:40:20.492832Z,7180.803352565861,0.0001037,98.6253,107.5879,252.5415,
2021-06-03T18:43:18.184512Z,7180.803342499795,0.0001041,98.6253,107.5897,252.5398,
2021-06-03T20:24:17.414784Z,7180.803362631929,0.0001042,98.6253,107.6414,252.488,
2021-06-04T03:08:14.337600Z,7180.803261971259,0.0001046,98.6253,107.7184,252.4111,
2021-06-04T09:52:11.256960Z,7180.803053939221,0.0001049,98.6253,107.8397,252.2898,
2021-06-04T13:14:09.718368Z,7180.803043873156,0.0001049,98.6253,107.8614,252.2681,
2021-06-04T18:17:07.408320Z,7180.803006964247,0.0001052,98.6253,107.887,252.2426,
2021-06-04T21:39:05.868864Z,7180.80303380709,0.0001053,98.6252,108.0444,252.0852,
2021-06-05T02:42:03.557952Z,7180.802923080368,0.0001053,98.6252,108.1728,251.9567,
2021-06-05T09:26:00.478176Z,7180.80289288217,0.0001058,98.6252,108.0886,252.041,
2021-06-05T12:47:58.937856Z,7180.802825775069,0.000106,98.6252,108.1252,252.0044,
2021-06-05T17:50:56.626944Z,7180.802815709003,0.0001062,98.6252,108.2874,251.8422,
2021-06-05T22:53:54.316032Z,7180.802845907199,0.0001062,98.6252,108.6068,251.5228,
2021-06-06T02:15:52.774848Z,7180.802731825129,0.0001061,98.6252,108.7233,251.4062,
2021-06-06T10:40:48.921024Z,7180.802540569903,0.0001063,98.6252,108.7104,251.4192,
2021-06-06T10:40:48.921024Z,7180.802540569903,0.0001063,98.6252,108.7104,251.4192,
2021-06-06T19:05:45.068064Z,7180.80251037171,0.0001065,98.6252,108.975,251.1546,
2021-06-06T20:46:44.298336Z,7180.802597610934,0.0001066,98.6252,109.0325,251.0971,
2021-06-07T03:30:41.215104Z,7180.802413066426,0.0001067,98.6252,109.2089,250.9207,
2021-06-07T10:14:38.133600Z,7180.802315761144,0.0001071,98.6252,109.0051,251.1246,
2021-06-07T10:14:38.133600Z,7180.802315761144,0.0001071,98.6252,109.0051,251.1246,
2021-06-07T18:39:34.280640Z,7180.802262075475,0.000108,98.6252,109.1369,250.9928,
2021-06-07T22:01:32.740320Z,7180.802238587993,0.0001087,98.6252,109.173,250.9568,
2021-06-08T03:04:30.427680Z,7180.802107729176,0.0001089,98.6252,109.2352,250.8946,
2021-06-08T11:29:26.572992Z,7180.801960093594,0.0001097,98.6252,108.9851,251.1448,
2021-06-08T11:29:26.573856Z,7180.801966804301,0.0001097,98.6252,109.0349,251.095,
2021-06-08T18:13:23.489760Z,7180.801960093594,0.0001099,98.6251,109.1951,250.9348,
2021-06-08T21:35:21.947712Z,7180.80197351501,0.0001101,98.6251,109.2947,250.8352,
2021-06-09T02:38:19.633344Z,7180.801886275806,0.0001103,98.6251,109.5296,250.6003,
2021-06-09T11:03:15.775200Z,7180.801721863465,0.0001108,98.6251,109.4774,250.6526,
2021-06-09T14:25:14.232288Z,7180.8016950206365,0.0001109,98.6251,109.6272,250.5028,
2021-06-09T19:28:11.917920Z,7180.801731929528,0.000111,98.6251,109.7118,250.4182,
2021-06-09T19:28:11.917920Z,7180.801731929528,0.000111,98.6251,109.7118,250.4182,
2021-06-10T02:12:08.828640Z,7180.801527252956,0.0001113,98.6251,110.0801,250.0499,
